"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,19301,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,18119,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,17442,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,13478,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,14515,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,15287,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,16403,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,16469,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,17319,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,15832,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,16577,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,21097,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,23912,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,27224,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,19795,,
"CAN","Canada","P51N11131","Transport equipment","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,18034,,
"CAN","Canada","P72","Imports of services","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,40226,,
"CAN","Canada","P72","Imports of services","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,42209,,
"CAN","Canada","P72","Imports of services","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,44042,,
"CAN","Canada","P72","Imports of services","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,47237,,
"CAN","Canada","P72","Imports of services","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,50329,,
"CAN","Canada","P72","Imports of services","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,54380,,
"CAN","Canada","P72","Imports of services","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,58451,,
"CAN","Canada","P72","Imports of services","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,64041,,
"CAN","Canada","P72","Imports of services","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,65585,,
"CAN","Canada","P72","Imports of services","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,68896,,
"CAN","Canada","P72","Imports of services","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,71038,,
"CAN","Canada","P72","Imports of services","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,75708,,
"CAN","Canada","P72","Imports of services","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,79892,,
"CAN","Canada","P72","Imports of services","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,83748,,
"CAN","Canada","P72","Imports of services","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,89561,,
"CAN","Canada","P72","Imports of services","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,96729,,
"CAN","Canada","P72","Imports of services","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,96429,,
"CAN","Canada","P72","Imports of services","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,103149,,
"CAN","Canada","P72","Imports of services","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,108118,,
"CAN","Canada","P72","Imports of services","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,113965,,
"CAN","Canada","P72","Imports of services","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,119042,,
"CAN","Canada","P72","Imports of services","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,126125,,
"CAN","Canada","P72","Imports of services","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,133956,,
"CAN","Canada","P72","Imports of services","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,138519,,
"CAN","Canada","P72","Imports of services","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,145229,,
"CAN","Canada","P72","Imports of services","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,158295,,
"CAN","Canada","P72","Imports of services","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,168022,,
"CAN","Canada","P72","Imports of services","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,142702,,
"CAN","Canada","P72","Imports of services","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,145160,,
"CAN","Canada","P62","Exports of services","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,27582,,
"CAN","Canada","P62","Exports of services","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,31489,,
"CAN","Canada","P62","Exports of services","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,34896,,
"CAN","Canada","P62","Exports of services","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,39075,,
"CAN","Canada","P62","Exports of services","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,42629,,
"CAN","Canada","P62","Exports of services","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,49481,,
"CAN","Canada","P62","Exports of services","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,53293,,
"CAN","Canada","P62","Exports of services","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,60169,,
"CAN","Canada","P62","Exports of services","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,61161,,
"CAN","Canada","P62","Exports of services","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,65103,,
"CAN","Canada","P62","Exports of services","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,64316,,
"CAN","Canada","P62","Exports of services","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,70338,,
"CAN","Canada","P62","Exports of services","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,74509,,
"CAN","Canada","P62","Exports of services","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,76878,,
"CAN","Canada","P62","Exports of services","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,77717,,
"CAN","Canada","P62","Exports of services","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,81755,,
"CAN","Canada","P62","Exports of services","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,79978,,
"CAN","Canada","P62","Exports of services","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,81088,,
"CAN","Canada","P62","Exports of services","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,86668,,
"CAN","Canada","P62","Exports of services","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,91973,,
"CAN","Canada","P62","Exports of services","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,96471,,
"CAN","Canada","P62","Exports of services","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,102484,,
"CAN","Canada","P62","Exports of services","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,108641,,
"CAN","Canada","P62","Exports of services","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,115793,,
"CAN","Canada","P62","Exports of services","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,122800,,
"CAN","Canada","P62","Exports of services","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,136525,,
"CAN","Canada","P62","Exports of services","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,152901,,
"CAN","Canada","P62","Exports of services","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,133458,,
"CAN","Canada","P62","Exports of services","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,139424,,
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,67508.347,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,68053.198,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,68471.176,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,67763.26,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,69947.772,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,73078.332,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,76225.781,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,84074.687,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,87764.482,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,93151.606,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,99119.774,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,101552.616,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,105764.398,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,111268.754,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,117027.834,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,127294.304,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,135252.705,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,138748.255,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,141926.152,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,145569.067,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,149003.524,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,152956.668,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,157218.149,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,161294.249,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,167668.689,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,174926.902,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,180864.373,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,190658.137,"E","Estimated value"
"CAN","Canada","P32S13","Collective consumption expenditure of general government","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,207557.269,"E","Estimated value"
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,9431,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,9683,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,10030,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,10584,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,11417,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,12164,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,13423,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,14159,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,15393,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,16998,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,17378,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,17946,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,19587,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,20779,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,21395,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,23937,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,22968,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,22899,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,24666,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,25553,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,26429,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,26826,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,28575,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,30951,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,31910,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,33716,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,35372,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,35880,,
"CAN","Canada","P31S15","Final consumption expenditure of non-profit institutions serving households","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,37520,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,-1353,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,961,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,8590,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,1040,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,8327,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,4611,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,4976,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,11226,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,-5498,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,-2810,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,5698,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,6793,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,11294,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,10636,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,8975,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,10000,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,-5460,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,346,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,11371,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,6822,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,13705,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,9603,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,-577,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,-228,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,18284,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,15677,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,10699,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,-27926,,
"CAN","Canada","P52_P53","Changes in inventories and acquisitions less disposals of valuables","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,-5113,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,8745,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,8460,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,7654,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,8076,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,7999,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,7786,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,7574,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,7887,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,11308,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,8767,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,12907,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,12465,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,13067,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,12122,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,10196,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,9288,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,10414,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,12675,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,13956,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2012","2012","CAD","Canadian Dollar","6","Millions",,,12440,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2013","2013","CAD","Canadian Dollar","6","Millions",,,12474,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2014","2014","CAD","Canadian Dollar","6","Millions",,,12383,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2015","2015","CAD","Canadian Dollar","6","Millions",,,12643,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2016","2016","CAD","Canadian Dollar","6","Millions",,,12504,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2017","2017","CAD","Canadian Dollar","6","Millions",,,13200,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2018","2018","CAD","Canadian Dollar","6","Millions",,,16111,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2019","2019","CAD","Canadian Dollar","6","Millions",,,18537,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2020","2020","CAD","Canadian Dollar","6","Millions",,,24186,,
"CAN","Canada","D31S1","Subsidies on products","C","Current prices","2021","2021","CAD","Canadian Dollar","6","Millions",,,24120,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1993","1993","CAD","Canadian Dollar","6","Millions",,,178438,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1994","1994","CAD","Canadian Dollar","6","Millions",,,179603,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1995","1995","CAD","Canadian Dollar","6","Millions",,,180117,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1996","1996","CAD","Canadian Dollar","6","Millions",,,178506,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1997","1997","CAD","Canadian Dollar","6","Millions",,,180049,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1998","1998","CAD","Canadian Dollar","6","Millions",,,186571,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","1999","1999","CAD","Canadian Dollar","6","Millions",,,194737,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2000","2000","CAD","Canadian Dollar","6","Millions",,,211329,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2001","2001","CAD","Canadian Dollar","6","Millions",,,223291,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2002","2002","CAD","Canadian Dollar","6","Millions",,,236096,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2003","2003","CAD","Canadian Dollar","6","Millions",,,249646,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2004","2004","CAD","Canadian Dollar","6","Millions",,,259364,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2005","2005","CAD","Canadian Dollar","6","Millions",,,271178,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2006","2006","CAD","Canadian Dollar","6","Millions",,,288072,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2007","2007","CAD","Canadian Dollar","6","Millions",,,303708,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2008","2008","CAD","Canadian Dollar","6","Millions",,,326759,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2009","2009","CAD","Canadian Dollar","6","Millions",,,345137,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2010","2010","CAD","Canadian Dollar","6","Millions",,,357791,,
"CAN","Canada","P3S13","Final consumption expenditure of general government","C","Current prices","2011","2011","CAD","Canadian Dollar","6","Millions",,,375141,,
